statefip,year,tfr,ue,state.name,tfr.filt
louisiana,2012,1.87248588129207,0.0989617367312858,Louisiana,1.93637039125661
louisiana,2013,1.9324043357999,0.0897227956355058,Louisiana,1.86841201669282
louisiana,2014,1.80034583298648,0.0837664322837053,Louisiana,1.93329314564332
louisiana,2015,2.06712926814358,0.0798785117691724,Louisiana,
maine,2001,1.93449541669875,0.0476046088538508,Maine,
maine,2002,1.62855097144672,0.0668633235004916,Maine,1.78816741860799
maine,2003,1.80145586767849,0.0607769423558897,Maine,1.79059398745549
maine,2004,1.94177512324126,0.0587855297157623,Maine,1.98681565855184
maine,2005,2.21721598473576,0.0597701149425287,Maine,1.98684675701367
maine,2006,1.80154916306399,0.0606890257814282,Maine,2.03745165554229
maine,2007,2.09358981882712,0.0685224839400428,Maine,1.92193975206529
maine,2008,1.87068027430474,0.0701373825018077,Maine,1.96797864503369
maine,2009,1.9396658419692,0.0838308457711443,Maine,1.87409152765559
maine,2010,1.81192846669282,0.0909750786353738,Maine,1.92028489301529
maine,2011,2.00926037038385,0.0924019607843137,Maine,1.85074385988479
maine,2012,1.73104274257768,0.0938453713123093,Maine,1.82499456717382
maine,2013,1.73468058855993,0.0764880150821438,Maine,1.78251393036579
maine,2014,1.88181845995976,0.0675862068965517,Maine,1.7423087551149
maine,2015,1.610427216825,0.0670848104717753,Maine,
maryland,2001,2.01484704572768,0.0528392896294672,Maryland,
maryland,2002,2.41561246981057,0.0626526624328285,Maryland,2.07621578031595
maryland,2003,1.79818782540959,0.0658936336269372,Maryland,2.0762065795241
maryland,2004,2.01481944335213,0.0585865561694291,Maryland,2.02941554298952
maryland,2005,2.27523936020684,0.0585990999804344,Maryland,2.20848977527724
maryland,2006,2.33541052227274,0.0543027413587604,Maryland,2.26091347918611
maryland,2007,2.17209055507875,0.0601169477601121,Maryland,2.25417676489715
maryland,2008,2.25502921733995,0.0532806399390534,Maryland,2.22542092621815
maryland,2009,2.24914300623574,0.0820012556140436,Maryland,2.17187934900313
maryland,2010,2.01146582343371,0.0929810311051651,Maryland,2.09335000445209
maryland,2011,2.01944118368681,0.092223697801387,Maryland,2.00225280622228
maryland,2012,1.97585141154632,0.0850352024766565,Maryland,1.92708115279431
maryland,2013,1.78595086314982,0.0771083153135443,Maryland,1.87093837794133
maryland,2014,1.85101285912785,0.0724945641431113,Maryland,1.84265561356526
maryland,2015,1.89100311841811,0.0603009965426073,Maryland,
massachusetts,2001,1.74219065210728,0.0505832662912309,Massachusetts,
massachusetts,2002,2.01462126098031,0.0707820840102112,Massachusetts,1.89666235537247
massachusetts,2003,1.93317515302982,0.0743557245458386,Massachusetts,1.94155584580651
massachusetts,2004,1.8768711234094,0.0639358474208929,Massachusetts,1.88750982331565
massachusetts,2005,1.85248319350774,0.0653814637512399,Massachusetts,1.86919718844373
massachusetts,2006,1.87823724841407,0.0620142081069787,Massachusetts,1.84929748599221
massachusetts,2007,1.81717201605482,0.0607412491420728,Massachusetts,1.88684329671276
massachusetts,2008,1.96512062566938,0.0601553736861784,Massachusetts,1.90296557162332
massachusetts,2009,1.92660407314576,0.0895814706007579,Massachusetts,1.9154489926282
massachusetts,2010,1.85462227906945,0.10085556538964,Massachusetts,1.87934662910463
massachusetts,2011,1.85681353509869,0.100008299443937,Massachusetts,1.81702177502793
massachusetts,2012,1.73962951091565,0.0913641526101039,Massachusetts,1.77910786412027
massachusetts,2013,1.74088054634645,0.0829781900225621,Massachusetts,1.72643444777548
massachusetts,2014,1.69879328606434,0.0708644701086957,Massachusetts,1.72347056575668
massachusetts,2015,1.73073786485925,0.0606265589988585,Massachusetts,
michigan,2001,2.17061526913571,0.0685568652437082,Michigan,
michigan,2002,2.21811129686515,0.0881399870382372,Michigan,2.18987246668871
michigan,2003,2.18089083406528,0.0933086973736307,Michigan,2.19064623146281
michigan,2004,2.17293656345799,0.0896426408237432,Michigan,2.18273944311895
michigan,2005,2.19439093183357,0.0924009586916678,Michigan,2.15727358814092
michigan,2006,2.10449326913121,0.0973737487346755,Michigan,2.15908941149852
michigan,2007,2.17838403353078,0.100298627462241,Michigan,2.17304357141225
michigan,2008,2.23625341157476,0.0979450851823664,Michigan,2.17952464245192
michigan,2009,2.12393648225021,0.146993251385876,Michigan,2.13590683580932
michigan,2010,2.047530613603,0.148775952897428,Michigan,2.03714116735748
michigan,2011,1.93995640621924,0.134247727493288,Michigan,1.97188525876796
michigan,2012,1.92816875648164,0.116464539941998,Michigan,1.98599316629479
michigan,2013,2.08985433618347,0.103006375198214,Michigan,2.02006653855649
michigan,2014,2.04217652300437,0.087715185209994,Michigan,2.01932530456526
michigan,2015,1.92594505450795,0.0751760622704451,Michigan,
minnesota,2001,2.47205349689018,0.041981341625944,Minnesota,
minnesota,2002,2.1460001506353,0.0605654399220083,Minnesota,2.30844760081251
minnesota,2003,2.30728915491203,0.0575564971751412,Minnesota,2.26355502697703
minnesota,2004,2.33737577538377,0.0553470919324578,Minnesota,2.26264383184172
minnesota,2005,2.14326656522935,0.0536366912029649,Minnesota,2.24630191316529
minnesota,2006,2.25826339888274,0.0528233151183971,Minnesota,2.23317239898084
minnesota,2007,2.29798723283043,0.0562134688691233,Minnesota,2.36719901145531
minnesota,2008,2.54534640265275,0.0494391147657479,Minnesota,2.37550494396964
minnesota,2009,2.28318119642573,0.0780736957314849,Minnesota,2.33128934029413
minnesota,2010,2.16534042180392,0.0814156483097921,Minnesota,2.2288840388312
minnesota,2011,2.23813049826394,0.0724175229853975,Minnesota,2.20044739638201
minnesota,2012,2.19787126907816,0.066608045724335,Minnesota,2.15116879775178
minnesota,2013,2.01750462591324,0.0568554559370217,Minnesota,2.09378607947198
minnesota,2014,2.06598234342454,0.0480161172981141,Minnesota,2.03561079208334
minnesota,2015,2.02334540691224,0.043335192414947,Minnesota,
mississippi,2001,2.37466383982521,0.0898179899762596,Mississippi,
mississippi,2002,2.27412827947422,0.106612071580224,Mississippi,2.21653062713593
mississippi,2003,2.00079976210837,0.103274559193955,Mississippi,2.19960317424972
mississippi,2004,2.32388148116658,0.103822629969419,Mississippi,2.18239574642373
mississippi,2005,2.22250599599624,0.102865697177074,Mississippi,2.31580657876095
mississippi,2006,2.40103225912002,0.0959772627896808,Mississippi,2.32237698853536
mississippi,2007,2.34359271048982,0.102400519031142,Mississippi,2.36522725080652
mississippi,2008,2.35105678280972,0.0857481417645158,Mississippi,2.33013716392597
mississippi,2009,2.29576199847836,0.11707816588918,Mississippi,2.35888800955754
mississippi,2010,2.42984524738454,0.144147194942996,Mississippi,2.19903520743481
mississippi,2011,1.87149837644152,0.138197123816205,Mississippi,2.1033744921297
mississippi,2012,2.00877985256304,0.141709627143028,Mississippi,2.03943684598458
mississippi,2013,2.23803230894918,0.124247787610619,Mississippi,2.02703874768032
mississippi,2014,1.83430408152874,0.120790629575403,Mississippi,1.93493871091006
mississippi,2015,1.73247974225224,0.102554699914436,Mississippi,
missouri,2001,2.20172163276333,0.0552089464390818,Missouri,
missouri,2002,2.14799143314779,0.0623826133619533,Missouri,2.16163214787546
missouri,2003,2.13518337771525,0.0690404345202173,Missouri,2.11851731437669
missouri,2004,2.07237713226702,0.0645240431795878,Missouri,2.14358169714294
missouri,2005,2.22318458144657,0.074184835037623,Missouri,2.12566950046621
missouri,2006,2.08144678768506,0.068066277537187,Missouri,2.18411142753979
missouri,2007,2.24770291348774,0.0698968189815035,Missouri,2.16273618685368
